data,regio_sanitaria,diagnostic,casos
2022-12-07,No disponible,Grip,3
2022-12-07,Penedès,Altres IRA,775
2022-12-07,Penedès,Bronquiolitis,9
2022-12-07,Penedès,COVID-19,117
2022-12-07,Terres de l'Ebre,Impetigen,6
2022-12-07,Lleida,Bronquiolitis,17
2022-12-07,Lleida,Altres IRA,551
2022-12-07,Girona,Pneumònia,34
2022-12-07,Girona,Impetigen,33
2022-12-07,Camp de Tarragona,Grip,135
2022-12-07,Camp de Tarragona,Impetigen,16
2022-12-07,Camp de Tarragona,Pneumònia,41
2022-12-07,Catalunya Central,Altres IRA,639
2022-12-07,Catalunya Central,Bronquiolitis,14
2022-12-07,Catalunya Central,COVID-19,157
2022-12-07,Catalunya Central,Escarlatina,2
2022-12-07,Catalunya Central,Faringoamigdalitis,164
2022-12-07,Camp de Tarragona,Faringoamigdalitis,191
2022-12-07,Catalunya Central,Faringoamigdalitis estreptocòccica,40
2022-12-07,Catalunya Central,Impetigen,10
2022-12-07,Catalunya Central,Pneumònia,19
2022-12-07,Girona,Altres IRA,1203
2022-12-07,Girona,Bronquiolitis,32
2022-12-07,Girona,COVID-19,143
2022-12-07,Girona,Faringoamigdalitis,262
2022-12-07,Girona,Faringoamigdalitis estreptocòccica,79
2022-12-07,Girona,Grip,177
2022-12-07,Catalunya Central,Grip,81
2022-12-07,Terres de l'Ebre,Pneumònia,10
2022-12-07,No disponible,Faringoamigdalitis estreptocòccica,1
2022-12-07,Barcelona Ciutat,Altres IRA,1935
2022-12-07,Barcelona Ciutat,Escarlatina,20
2022-12-07,Barcelona Ciutat,COVID-19,357
2022-12-07,Barcelona Ciutat,Bronquiolitis,61
2022-12-07,Alt Pirineu i Aran,Pneumònia,4
2022-12-07,Penedès,Escarlatina,8
2022-12-07,Alt Pirineu i Aran,Grip,7
2022-12-07,Alt Pirineu i Aran,Impetigen,1
2022-12-07,Alt Pirineu i Aran,Altres IRA,94
2022-12-07,Alt Pirineu i Aran,Bronquiolitis,2
2022-12-07,Alt Pirineu i Aran,COVID-19,38
2022-12-07,Alt Pirineu i Aran,Escarlatina,2
2022-12-07,Alt Pirineu i Aran,Faringoamigdalitis,32
2022-12-07,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,14
2022-12-08,Penedès,Bronquiolitis,2
2022-12-08,Penedès,COVID-19,20
2022-12-08,Penedès,Escarlatina,1
2022-12-08,Barcelona Ciutat,Escarlatina,5
2022-12-08,Penedès,Faringoamigdalitis estreptocòccica,26
2022-12-08,Penedès,Altres IRA,241
2022-12-08,Penedès,Faringoamigdalitis,97
2022-12-08,No disponible,Pneumònia,2
2022-12-08,Lleida,Grip,27
2022-12-08,No disponible,Grip,6
2022-12-08,No disponible,Faringoamigdalitis estreptocòccica,4
2022-12-08,No disponible,Faringoamigdalitis,18
2022-12-08,No disponible,COVID-19,4
2022-12-08,No disponible,Altres IRA,35
2022-12-08,Lleida,Pneumònia,4
2022-12-08,Lleida,Faringoamigdalitis estreptocòccica,32
2022-12-08,No disponible,Impetigen,1
2022-12-08,Penedès,Grip,17
2022-12-08,Terres de l'Ebre,Faringoamigdalitis,51
2022-12-08,Penedès,Pneumònia,5
2022-12-08,Alt Pirineu i Aran,Altres IRA,24
2022-12-08,Alt Pirineu i Aran,COVID-19,9
2022-12-08,Alt Pirineu i Aran,Faringoamigdalitis,7
2022-12-08,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,2
2022-12-08,Alt Pirineu i Aran,Grip,1
2022-12-08,Barcelona Ciutat,Altres IRA,370
2022-12-08,Barcelona Ciutat,Bronquiolitis,2
2022-12-08,Penedès,Impetigen,2
2022-12-08,Terres de l'Ebre,Pneumònia,5
2022-12-08,Terres de l'Ebre,Grip,9
2022-12-08,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,10
2022-12-08,Lleida,Faringoamigdalitis,112
2022-12-08,Terres de l'Ebre,Escarlatina,1
2022-12-08,Terres de l'Ebre,COVID-19,5
2022-12-08,Terres de l'Ebre,Bronquiolitis,1
2022-12-08,Terres de l'Ebre,Altres IRA,132
2022-12-08,Terres de l'Ebre,Impetigen,2
2022-12-08,Barcelona Ciutat,COVID-19,66
2022-12-08,Lleida,Escarlatina,1
2022-12-08,Lleida,Bronquiolitis,4
2022-12-08,Barcelona Metropolitana Sud,Impetigen,5
2022-12-08,Barcelona Metropolitana Sud,Grip,38
2022-12-08,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,37
2022-12-08,Barcelona Metropolitana Sud,Faringoamigdalitis,169
2022-12-08,Barcelona Metropolitana Sud,Escarlatina,1
2022-12-08,Barcelona Metropolitana Sud,COVID-19,58
2022-12-08,Barcelona Metropolitana Sud,Bronquiolitis,3
2022-12-08,Barcelona Metropolitana Sud,Altres IRA,566
2022-12-08,Barcelona Metropolitana Nord,Pneumònia,45
2022-12-08,Barcelona Metropolitana Nord,Impetigen,8
2022-12-08,Barcelona Metropolitana Sud,Pneumònia,24
2022-12-08,Barcelona Metropolitana Nord,Grip,101
2022-12-08,Barcelona Metropolitana Nord,Faringoamigdalitis,314
2022-12-08,Barcelona Metropolitana Nord,Escarlatina,10
2022-12-08,Barcelona Metropolitana Nord,COVID-19,123
2022-12-08,Barcelona Metropolitana Nord,Bronquiolitis,3
2022-12-08,Barcelona Metropolitana Nord,Altres IRA,895
2022-12-08,Barcelona Ciutat,Pneumònia,17
2022-12-08,Barcelona Ciutat,Impetigen,3
2022-12-08,Barcelona Ciutat,Grip,29
2022-12-08,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,39
2022-12-08,Barcelona Ciutat,Faringoamigdalitis,126
2022-12-08,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,52
2022-12-08,Lleida,COVID-19,26
2022-12-08,Camp de Tarragona,Altres IRA,323
2022-12-08,Camp de Tarragona,COVID-19,38
2022-12-08,Lleida,Altres IRA,239
2022-12-08,Girona,Pneumònia,18
2022-12-08,Girona,Impetigen,5
2022-12-08,Girona,Grip,51
2022-12-08,Girona,Faringoamigdalitis estreptocòccica,61
2022-12-08,Girona,Faringoamigdalitis,166
2022-12-08,Girona,Escarlatina,4
2022-12-08,Girona,COVID-19,38
2022-12-08,Girona,Bronquiolitis,15
2022-12-08,Girona,Altres IRA,504
2022-12-08,Catalunya Central,Pneumònia,6
2022-12-08,Catalunya Central,Grip,16
2022-12-08,Catalunya Central,Faringoamigdalitis estreptocòccica,25
2022-12-08,Catalunya Central,Faringoamigdalitis,60
2022-12-08,Catalunya Central,COVID-19,47
2022-12-08,Catalunya Central,Bronquiolitis,1
2022-12-08,Catalunya Central,Altres IRA,203
2022-12-08,Camp de Tarragona,Pneumònia,9
2022-12-08,Camp de Tarragona,Impetigen,8
2022-12-08,Camp de Tarragona,Faringoamigdalitis estreptocòccica,32
2022-12-08,Camp de Tarragona,Faringoamigdalitis,104
2022-12-08,Camp de Tarragona,Escarlatina,1
2022-12-08,Camp de Tarragona,Bronquiolitis,3
2022-12-08,Camp de Tarragona,Grip,41
2022-12-09,Barcelona Ciutat,Grip,212
2022-12-09,Barcelona Ciutat,Impetigen,34
2022-12-09,Barcelona Metropolitana Sud,Altres IRA,1613
2022-12-09,Catalunya Central,Escarlatina,6
2022-12-09,Catalunya Central,Faringoamigdalitis,124
2022-12-09,Catalunya Central,Faringoamigdalitis estreptocòccica,34
2022-12-09,Catalunya Central,Grip,59
2022-12-09,Catalunya Central,Impetigen,5
2022-12-09,Catalunya Central,Pneumònia,23
2022-12-09,Girona,Altres IRA,1013
2022-12-09,Girona,Bronquiolitis,28
2022-12-09,Girona,COVID-19,135
2022-12-09,Girona,Escarlatina,9
2022-12-09,Girona,Faringoamigdalitis,303
2022-12-09,Girona,Faringoamigdalitis estreptocòccica,123
2022-12-09,Girona,Grip,196
2022-12-09,Girona,Impetigen,35
2022-12-09,Girona,Pneumònia,39
2022-12-09,Lleida,Altres IRA,557
2022-12-09,Lleida,Bronquiolitis,13
2022-12-09,Catalunya Central,COVID-19,122
2022-12-09,Catalunya Central,Bronquiolitis,8
2022-12-09,Catalunya Central,Altres IRA,522
2022-12-09,Camp de Tarragona,Pneumònia,39
2022-12-09,Barcelona Metropolitana Nord,Impetigen,56
2022-12-09,Barcelona Metropolitana Nord,Pneumònia,118
2022-12-09,Barcelona Metropolitana Sud,Bronquiolitis,41
2022-12-09,Barcelona Metropolitana Sud,COVID-19,185
2022-12-09,Barcelona Metropolitana Sud,Escarlatina,7
2022-12-09,Barcelona Metropolitana Sud,Faringoamigdalitis,390
2022-12-09,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,126
2022-12-09,Barcelona Metropolitana Sud,Grip,169
2022-12-09,Lleida,COVID-19,54
2022-12-09,Barcelona Metropolitana Sud,Impetigen,28
2022-12-09,Camp de Tarragona,Altres IRA,673
2022-12-09,Camp de Tarragona,Bronquiolitis,15
2022-12-09,Camp de Tarragona,COVID-19,87
2022-12-09,Camp de Tarragona,Escarlatina,8
2022-12-09,Camp de Tarragona,Faringoamigdalitis,195
2022-12-09,Camp de Tarragona,Faringoamigdalitis estreptocòccica,70
2022-12-09,Camp de Tarragona,Grip,115
2022-12-09,Camp de Tarragona,Impetigen,12
2022-12-09,Barcelona Metropolitana Sud,Pneumònia,64
2022-12-09,Barcelona Metropolitana Nord,Grip,430
2022-12-09,Lleida,Escarlatina,4
2022-12-09,Lleida,Faringoamigdalitis estreptocòccica,53
2022-12-09,Barcelona Ciutat,COVID-19,254
2022-12-09,Barcelona Ciutat,Bronquiolitis,37
2022-12-09,Barcelona Ciutat,Altres IRA,1716
2022-12-09,Alt Pirineu i Aran,Pneumònia,3
2022-12-09,Alt Pirineu i Aran,Grip,3
2022-12-09,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,6
2022-12-09,Alt Pirineu i Aran,Faringoamigdalitis,20
2022-12-09,Alt Pirineu i Aran,Escarlatina,1
2022-12-09,Alt Pirineu i Aran,COVID-19,25
2022-12-09,Alt Pirineu i Aran,Bronquiolitis,4
2022-12-09,Alt Pirineu i Aran,Altres IRA,90
2022-12-09,Terres de l'Ebre,Bronquiolitis,7
2022-12-09,Terres de l'Ebre,COVID-19,25
2022-12-09,Terres de l'Ebre,Faringoamigdalitis,77
2022-12-09,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,28
2022-12-09,Terres de l'Ebre,Grip,11
2022-12-09,Terres de l'Ebre,Impetigen,3
2022-12-09,Barcelona Ciutat,Escarlatina,19
2022-12-09,Barcelona Ciutat,Faringoamigdalitis,421
2022-12-09,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,132
2022-12-09,Terres de l'Ebre,Altres IRA,254
2022-12-09,Lleida,Grip,96
2022-12-09,Lleida,Impetigen,6
2022-12-09,Lleida,Pneumònia,17
2022-12-09,No disponible,Altres IRA,74
2022-12-09,No disponible,Faringoamigdalitis,32
2022-12-09,No disponible,Faringoamigdalitis estreptocòccica,5
2022-12-09,No disponible,Grip,7
2022-12-09,No disponible,Impetigen,1
2022-12-09,Lleida,Faringoamigdalitis,158
2022-12-09,No disponible,Pneumònia,3
2022-12-09,Penedès,Bronquiolitis,21
2022-12-09,Penedès,COVID-19,108
2022-12-09,Penedès,Escarlatina,5
2022-12-09,Penedès,Faringoamigdalitis,179
2022-12-09,Penedès,Faringoamigdalitis estreptocòccica,78
2022-12-09,Penedès,Grip,106
2022-12-09,Penedès,Impetigen,17
2022-12-09,Penedès,Pneumònia,13
2022-12-09,Penedès,Altres IRA,618
2022-12-09,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,228
2022-12-09,Terres de l'Ebre,Pneumònia,5
2022-12-09,Barcelona Metropolitana Nord,Escarlatina,21
2022-12-09,Barcelona Metropolitana Nord,COVID-19,406
2022-12-09,Barcelona Metropolitana Nord,Bronquiolitis,49
2022-12-09,Barcelona Metropolitana Nord,Faringoamigdalitis,835
2022-12-09,Barcelona Metropolitana Nord,Altres IRA,2921
2022-12-09,Barcelona Ciutat,Pneumònia,77
2022-12-10,Girona,Pneumònia,14
2022-12-10,Girona,Impetigen,12
2022-12-10,Girona,Grip,66
2022-12-10,Girona,Faringoamigdalitis estreptocòccica,59
2022-12-10,Girona,Faringoamigdalitis,186
2022-12-10,Girona,Escarlatina,2
2022-12-10,Girona,COVID-19,56
2022-12-10,Girona,Bronquiolitis,13
2022-12-10,Catalunya Central,Pneumònia,6
2022-12-10,Lleida,Altres IRA,233
2022-12-10,Catalunya Central,Impetigen,3
2022-12-10,Catalunya Central,Grip,33
2022-12-10,Penedès,Escarlatina,1
2022-12-10,Catalunya Central,Faringoamigdalitis estreptocòccica,29
2022-12-10,Catalunya Central,Faringoamigdalitis,86
2022-12-10,Catalunya Central,COVID-19,34
2022-12-10,Catalunya Central,Bronquiolitis,5
2022-12-10,Catalunya Central,Altres IRA,211
2022-12-10,Girona,Altres IRA,484
2022-12-10,Lleida,Bronquiolitis,5
2022-12-10,Lleida,Faringoamigdalitis,87
2022-12-10,Lleida,Escarlatina,2
2022-12-10,Alt Pirineu i Aran,COVID-19,9
2022-12-10,Alt Pirineu i Aran,Escarlatina,1
2022-12-10,Alt Pirineu i Aran,Faringoamigdalitis,14
2022-12-10,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,4
2022-12-10,Alt Pirineu i Aran,Grip,1
2022-12-10,Barcelona Ciutat,Altres IRA,475
2022-12-10,Barcelona Ciutat,Bronquiolitis,4
2022-12-10,Penedès,Bronquiolitis,1
2022-12-10,Lleida,COVID-19,22
2022-12-10,Penedès,Altres IRA,204
2022-12-10,No disponible,Grip,3
2022-12-10,No disponible,Faringoamigdalitis estreptocòccica,4
2022-12-10,No disponible,Faringoamigdalitis,20
2022-12-10,No disponible,Altres IRA,52
2022-12-10,Lleida,Pneumònia,10
2022-12-10,Lleida,Impetigen,7
2022-12-10,Lleida,Grip,31
2022-12-10,Lleida,Faringoamigdalitis estreptocòccica,36
2022-12-10,No disponible,Pneumònia,1
2022-12-10,Camp de Tarragona,Pneumònia,12
2022-12-10,Camp de Tarragona,Faringoamigdalitis estreptocòccica,26
2022-12-10,Camp de Tarragona,Grip,50
2022-12-10,Barcelona Ciutat,Impetigen,3
2022-12-10,Barcelona Ciutat,Grip,40
2022-12-10,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,45
2022-12-10,Barcelona Ciutat,Faringoamigdalitis,162
2022-12-10,Barcelona Ciutat,Escarlatina,2
2022-12-10,Barcelona Ciutat,COVID-19,78
2022-12-10,Penedès,Faringoamigdalitis,56
2022-12-10,Penedès,Faringoamigdalitis estreptocòccica,14
2022-12-10,Penedès,Grip,17
2022-12-10,Penedès,Impetigen,2
2022-12-10,Penedès,Pneumònia,2
2022-12-10,Terres de l'Ebre,Altres IRA,131
2022-12-10,Terres de l'Ebre,COVID-19,12
2022-12-10,Terres de l'Ebre,Faringoamigdalitis,56
2022-12-10,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,14
2022-12-10,Terres de l'Ebre,Grip,7
2022-12-10,Terres de l'Ebre,Impetigen,2
2022-12-10,Terres de l'Ebre,Pneumònia,6
2022-12-10,Alt Pirineu i Aran,Altres IRA,33
2022-12-10,Barcelona Ciutat,Pneumònia,35
2022-12-10,Camp de Tarragona,Impetigen,6
2022-12-10,Barcelona Metropolitana Nord,Altres IRA,1282
2022-12-10,Barcelona Metropolitana Nord,COVID-19,154
2022-12-10,Camp de Tarragona,Faringoamigdalitis,102
2022-12-10,Camp de Tarragona,Escarlatina,1
2022-12-10,Camp de Tarragona,COVID-19,37
2022-12-10,Camp de Tarragona,Bronquiolitis,5
2022-12-10,Camp de Tarragona,Altres IRA,301
2022-12-10,Barcelona Metropolitana Sud,Pneumònia,22
2022-12-10,Barcelona Metropolitana Sud,Impetigen,9
2022-12-10,Barcelona Metropolitana Sud,Grip,28
2022-12-10,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,49
2022-12-10,Barcelona Metropolitana Sud,Faringoamigdalitis,239
2022-12-10,Barcelona Metropolitana Sud,COVID-19,74
2022-12-10,Barcelona Metropolitana Sud,Bronquiolitis,13
2022-12-10,Barcelona Metropolitana Sud,Altres IRA,607
2022-12-10,Barcelona Metropolitana Nord,Pneumònia,61
2022-12-10,Barcelona Metropolitana Nord,Impetigen,14
2022-12-10,Barcelona Metropolitana Nord,Grip,110
2022-12-10,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,77
2022-12-10,Barcelona Metropolitana Nord,Faringoamigdalitis,402
2022-12-10,Barcelona Metropolitana Nord,Escarlatina,4
2022-12-10,Barcelona Metropolitana Nord,Bronquiolitis,11
2022-12-10,Penedès,COVID-19,28
2022-12-11,Lleida,COVID-19,29
2022-12-11,Terres de l'Ebre,Impetigen,1
2022-12-11,Barcelona Metropolitana Nord,Pneumònia,35
2022-12-11,Barcelona Metropolitana Sud,Altres IRA,545
2022-12-11,Barcelona Metropolitana Sud,Bronquiolitis,12
2022-12-11,Barcelona Metropolitana Sud,COVID-19,51
2022-12-11,Barcelona Metropolitana Sud,Escarlatina,3
2022-12-11,Barcelona Metropolitana Sud,Faringoamigdalitis,181
2022-12-11,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,32
2022-12-11,Barcelona Metropolitana Sud,Grip,39
2022-12-11,Barcelona Metropolitana Sud,Impetigen,1
2022-12-11,Barcelona Metropolitana Sud,Pneumònia,32
2022-12-11,Camp de Tarragona,Altres IRA,233
2022-12-11,Camp de Tarragona,Bronquiolitis,4
2022-12-11,Camp de Tarragona,COVID-19,18
2022-12-11,Camp de Tarragona,Escarlatina,2
2022-12-11,Camp de Tarragona,Faringoamigdalitis,65
2022-12-11,Terres de l'Ebre,Pneumònia,2
2022-12-11,Camp de Tarragona,Grip,18
2022-12-11,Camp de Tarragona,Impetigen,5
2022-12-11,Camp de Tarragona,Pneumònia,6
2022-12-11,Barcelona Metropolitana Nord,Impetigen,10
2022-12-11,Catalunya Central,Altres IRA,183
2022-12-11,Barcelona Metropolitana Nord,Grip,96
2022-12-11,Barcelona Metropolitana Nord,Faringoamigdalitis,298
2022-12-11,Alt Pirineu i Aran,Altres IRA,22
2022-12-11,Alt Pirineu i Aran,COVID-19,8
2022-12-11,Alt Pirineu i Aran,Escarlatina,1
2022-12-11,Alt Pirineu i Aran,Faringoamigdalitis,4
2022-12-11,Alt Pirineu i Aran,Grip,1
2022-12-11,Alt Pirineu i Aran,Pneumònia,2
2022-12-11,Barcelona Ciutat,Altres IRA,405
2022-12-11,Barcelona Ciutat,Bronquiolitis,1
2022-12-11,Barcelona Ciutat,COVID-19,51
2022-12-11,Barcelona Ciutat,Escarlatina,5
2022-12-11,Barcelona Ciutat,Faringoamigdalitis,154
2022-12-11,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,28
2022-12-11,Barcelona Ciutat,Grip,28
2022-12-11,Barcelona Ciutat,Impetigen,4
2022-12-11,Barcelona Ciutat,Pneumònia,36
2022-12-11,Barcelona Metropolitana Nord,Altres IRA,896
2022-12-11,Barcelona Metropolitana Nord,Bronquiolitis,7
2022-12-11,Barcelona Metropolitana Nord,COVID-19,114
2022-12-11,Barcelona Metropolitana Nord,Escarlatina,1
2022-12-11,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,67
2022-12-11,Catalunya Central,Bronquiolitis,3
2022-12-11,Camp de Tarragona,Faringoamigdalitis estreptocòccica,24
2022-12-11,Catalunya Central,Faringoamigdalitis,82
2022-12-11,No disponible,Faringoamigdalitis,8
2022-12-11,No disponible,Faringoamigdalitis estreptocòccica,2
2022-12-11,No disponible,Grip,3
2022-12-11,Catalunya Central,COVID-19,38
2022-12-11,No disponible,Pneumònia,1
2022-12-11,Penedès,Altres IRA,169
2022-12-11,Penedès,Bronquiolitis,1
2022-12-11,Penedès,COVID-19,27
2022-12-11,Penedès,Faringoamigdalitis,67
2022-12-11,Penedès,Faringoamigdalitis estreptocòccica,19
2022-12-11,Penedès,Grip,8
2022-12-11,Penedès,Impetigen,1
2022-12-11,Penedès,Pneumònia,3
2022-12-11,Terres de l'Ebre,Altres IRA,154
2022-12-11,Terres de l'Ebre,Bronquiolitis,2
2022-12-11,Terres de l'Ebre,COVID-19,11
2022-12-11,Terres de l'Ebre,Faringoamigdalitis,48
2022-12-11,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,16
2022-12-11,Terres de l'Ebre,Grip,17
2022-12-11,No disponible,COVID-19,5
2022-12-11,No disponible,Altres IRA,20
2022-12-11,No disponible,Impetigen,1
2022-12-11,Lleida,Impetigen,3
2022-12-11,Catalunya Central,Faringoamigdalitis estreptocòccica,30
2022-12-11,Catalunya Central,Grip,23
2022-12-11,Catalunya Central,Impetigen,1
2022-12-11,Lleida,Pneumònia,7
2022-12-11,Girona,Altres IRA,461
2022-12-11,Girona,Bronquiolitis,8
2022-12-11,Girona,COVID-19,50
2022-12-11,Girona,Escarlatina,5
2022-12-11,Girona,Faringoamigdalitis,168
2022-12-11,Catalunya Central,Pneumònia,8
2022-12-11,Girona,Grip,84
2022-12-11,Girona,Impetigen,6
2022-12-11,Girona,Pneumònia,8
2022-12-11,Lleida,Altres IRA,246
2022-12-11,Lleida,Bronquiolitis,5
2022-12-11,Lleida,Escarlatina,3
2022-12-11,Lleida,Faringoamigdalitis,89
2022-12-11,Lleida,Faringoamigdalitis estreptocòccica,28
2022-12-11,Lleida,Grip,51
2022-12-11,Girona,Faringoamigdalitis estreptocòccica,64
2022-12-12,Penedès,Pneumònia,15
2022-12-12,Terres de l'Ebre,Altres IRA,326
2022-12-12,Terres de l'Ebre,Bronquiolitis,17
2022-12-12,Terres de l'Ebre,COVID-19,28
2022-12-12,Terres de l'Ebre,Escarlatina,1
2022-12-12,Terres de l'Ebre,Pneumònia,11
2022-12-12,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,20
2022-12-12,Terres de l'Ebre,Grip,44
2022-12-12,Terres de l'Ebre,Impetigen,7
2022-12-12,Penedès,Impetigen,4
2022-12-12,Terres de l'Ebre,Faringoamigdalitis,70
2022-12-12,Penedès,Grip,129
2022-12-12,Barcelona Ciutat,Impetigen,51
2022-12-12,Camp de Tarragona,Escarlatina,5
2022-12-12,Lleida,Faringoamigdalitis estreptocòccica,43
2022-12-12,Lleida,Faringoamigdalitis,171
2022-12-12,Lleida,Escarlatina,3
2022-12-12,Lleida,COVID-19,58
2022-12-12,Lleida,Bronquiolitis,19
2022-12-12,Lleida,Altres IRA,699
2022-12-12,Girona,Pneumònia,45
2022-12-12,Girona,Impetigen,23
2022-12-12,Girona,Grip,219
2022-12-12,Girona,Faringoamigdalitis estreptocòccica,151
2022-12-12,Girona,Faringoamigdalitis,349
2022-12-12,Girona,Escarlatina,12
2022-12-12,Girona,COVID-19,178
2022-12-12,Girona,Bronquiolitis,36
2022-12-12,Girona,Altres IRA,1285
2022-12-12,Lleida,Grip,134
2022-12-12,Lleida,Impetigen,11
2022-12-12,Lleida,Pneumònia,20
2022-12-12,No disponible,Altres IRA,47
2022-12-12,Alt Pirineu i Aran,Impetigen,1
2022-12-12,Alt Pirineu i Aran,Pneumònia,4
2022-12-12,Barcelona Ciutat,Altres IRA,2306
2022-12-12,Penedès,Faringoamigdalitis estreptocòccica,59
2022-12-12,Penedès,Faringoamigdalitis,190
2022-12-12,Penedès,Escarlatina,5
2022-12-12,Penedès,COVID-19,121
2022-12-12,Catalunya Central,Pneumònia,23
2022-12-12,Penedès,Bronquiolitis,17
2022-12-12,No disponible,Pneumònia,2
2022-12-12,No disponible,Grip,7
2022-12-12,No disponible,Faringoamigdalitis estreptocòccica,5
2022-12-12,No disponible,Faringoamigdalitis,13
2022-12-12,No disponible,Escarlatina,1
2022-12-12,No disponible,COVID-19,9
2022-12-12,No disponible,Bronquiolitis,1
2022-12-12,Penedès,Altres IRA,802
2022-12-12,Catalunya Central,Impetigen,15
2022-12-12,Catalunya Central,Grip,161
2022-12-12,Catalunya Central,Faringoamigdalitis estreptocòccica,51
2022-12-12,Barcelona Metropolitana Sud,COVID-19,255
2022-12-12,Barcelona Metropolitana Sud,Bronquiolitis,34
2022-12-12,Barcelona Metropolitana Sud,Altres IRA,2053
2022-12-12,Barcelona Metropolitana Nord,Pneumònia,142
2022-12-12,Barcelona Metropolitana Nord,Impetigen,76
2022-12-12,Barcelona Metropolitana Nord,Grip,615
